link,i,j,k,cost,amplitude,lower_bound,upper_bound
HU103A.1923-04-30_CVPM03AS.1923-04-30_7,HU103A.1923-04-30,CVPM03AS.1923-04-30,7,-166.09424,1.0,0.0,2.97
HU103A.1923-04-30_CVPM03AS.1923-04-30_8,HU103A.1923-04-30,CVPM03AS.1923-04-30,8,-127.10071,1.0,0.0,2.98
HU103A.1923-04-30_CVPM03AS.1923-04-30_9,HU103A.1923-04-30,CVPM03AS.1923-04-30,9,-57.3792,1.0,0.0,2.98
HU103A.1923-05-31_CVPM03AS.1923-05-31_0,HU103A.1923-05-31,CVPM03AS.1923-05-31,0,-404.2537,1.0,0.0,42.97
HU103A.1923-05-31_CVPM03AS.1923-05-31_1,HU103A.1923-05-31,CVPM03AS.1923-05-31,1,-399.01794,1.0,0.0,3.91
HU103A.1923-05-31_CVPM03AS.1923-05-31_2,HU103A.1923-05-31,CVPM03AS.1923-05-31,2,-393.69568,1.0,0.0,3.91
HU103A.1923-05-31_CVPM03AS.1923-05-31_3,HU103A.1923-05-31,CVPM03AS.1923-05-31,3,-386.15918,1.0,0.0,3.9
HU103A.1923-05-31_CVPM03AS.1923-05-31_4,HU103A.1923-05-31,CVPM03AS.1923-05-31,4,-369.22514,1.0,0.0,3.91
HU103A.1923-05-31_CVPM03AS.1923-05-31_5,HU103A.1923-05-31,CVPM03AS.1923-05-31,5,-335.936,1.0,0.0,3.91
HU103A.1923-05-31_CVPM03AS.1923-05-31_6,HU103A.1923-05-31,CVPM03AS.1923-05-31,6,-253.20734,1.0,0.0,3.9
HU103A.1923-05-31_CVPM03AS.1923-05-31_7,HU103A.1923-05-31,CVPM03AS.1923-05-31,7,-165.56794,1.0,0.0,3.91
HU103A.1923-05-31_CVPM03AS.1923-05-31_8,HU103A.1923-05-31,CVPM03AS.1923-05-31,8,-127.12266,1.0,0.0,3.91
HU103A.1923-05-31_CVPM03AS.1923-05-31_9,HU103A.1923-05-31,CVPM03AS.1923-05-31,9,-57.54881,1.0,0.0,3.9
HU103A.1923-06-30_CVPM03AS.1923-06-30_0,HU103A.1923-06-30,CVPM03AS.1923-06-30,0,-403.16659,1.0,0.0,47.48
HU103A.1923-06-30_CVPM03AS.1923-06-30_1,HU103A.1923-06-30,CVPM03AS.1923-06-30,1,-399.92332,1.0,0.0,4.31
HU103A.1923-06-30_CVPM03AS.1923-06-30_2,HU103A.1923-06-30,CVPM03AS.1923-06-30,2,-393.6598,1.0,0.0,4.32
HU103A.1923-06-30_CVPM03AS.1923-06-30_3,HU103A.1923-06-30,CVPM03AS.1923-06-30,3,-386.07224,1.0,0.0,4.31
HU103A.1923-06-30_CVPM03AS.1923-06-30_4,HU103A.1923-06-30,CVPM03AS.1923-06-30,4,-369.18979,1.0,0.0,4.32
HU103A.1923-06-30_CVPM03AS.1923-06-30_5,HU103A.1923-06-30,CVPM03AS.1923-06-30,5,-335.90506,1.0,0.0,4.32
HU103A.1923-06-30_CVPM03AS.1923-06-30_6,HU103A.1923-06-30,CVPM03AS.1923-06-30,6,-253.12499,1.0,0.0,4.31
HU103A.1923-06-30_CVPM03AS.1923-06-30_7,HU103A.1923-06-30,CVPM03AS.1923-06-30,7,-165.57875,1.0,0.0,4.32
HU103A.1923-06-30_CVPM03AS.1923-06-30_8,HU103A.1923-06-30,CVPM03AS.1923-06-30,8,-127.38985,1.0,0.0,4.31
HU103A.1923-06-30_CVPM03AS.1923-06-30_9,HU103A.1923-06-30,CVPM03AS.1923-06-30,9,-57.39583,1.0,0.0,4.32
HU103A.1923-07-31_CVPM03AS.1923-07-31_0,HU103A.1923-07-31,CVPM03AS.1923-07-31,0,-403.41928,1.0,0.0,50.58
HU103A.1923-07-31_CVPM03AS.1923-07-31_1,HU103A.1923-07-31,CVPM03AS.1923-07-31,1,-399.2306,1.0,0.0,4.6
HU103A.1923-07-31_CVPM03AS.1923-07-31_2,HU103A.1923-07-31,CVPM03AS.1923-07-31,2,-393.89147,1.0,0.0,4.6
HU103A.1923-07-31_CVPM03AS.1923-07-31_3,HU103A.1923-07-31,CVPM03AS.1923-07-31,3,-385.36542,1.0,0.0,4.6
HU103A.1923-07-31_CVPM03AS.1923-07-31_4,HU103A.1923-07-31,CVPM03AS.1923-07-31,4,-370.17612,1.0,0.0,4.59
HU103A.1923-07-31_CVPM03AS.1923-07-31_5,HU103A.1923-07-31,CVPM03AS.1923-07-31,5,-336.15008,1.0,0.0,4.6
HU103A.1923-07-31_CVPM03AS.1923-07-31_6,HU103A.1923-07-31,CVPM03AS.1923-07-31,6,-252.66098,1.0,0.0,4.6
HU103A.1923-07-31_CVPM03AS.1923-07-31_7,HU103A.1923-07-31,CVPM03AS.1923-07-31,7,-165.65437,1.0,0.0,4.6
HU103A.1923-07-31_CVPM03AS.1923-07-31_8,HU103A.1923-07-31,CVPM03AS.1923-07-31,8,-127.18244,1.0,0.0,4.6
HU103A.1923-07-31_CVPM03AS.1923-07-31_9,HU103A.1923-07-31,CVPM03AS.1923-07-31,9,-57.42829,1.0,0.0,4.6
HU103A.1923-08-31_CVPM03AS.1923-08-31_0,HU103A.1923-08-31,CVPM03AS.1923-08-31,0,-404.27799,1.0,0.0,43.64
HU103A.1923-08-31_CVPM03AS.1923-08-31_1,HU103A.1923-08-31,CVPM03AS.1923-08-31,1,-399.17353,1.0,0.0,3.97
HU103A.1923-08-31_CVPM03AS.1923-08-31_2,HU103A.1923-08-31,CVPM03AS.1923-08-31,2,-393.74301,1.0,0.0,3.97
HU103A.1923-08-31_CVPM03AS.1923-08-31_3,HU103A.1923-08-31,CVPM03AS.1923-08-31,3,-385.30758,1.0,0.0,3.97
HU103A.1923-08-31_CVPM03AS.1923-08-31_4,HU103A.1923-08-31,CVPM03AS.1923-08-31,4,-370.19965,1.0,0.0,3.96
HU103A.1923-08-31_CVPM03AS.1923-08-31_5,HU103A.1923-08-31,CVPM03AS.1923-08-31,5,-336.06278,1.0,0.0,3.97
HU103A.1923-08-31_CVPM03AS.1923-08-31_6,HU103A.1923-08-31,CVPM03AS.1923-08-31,6,-252.58962,1.0,0.0,3.97
HU103A.1923-08-31_CVPM03AS.1923-08-31_7,HU103A.1923-08-31,CVPM03AS.1923-08-31,7,-165.62968,1.0,0.0,3.97
HU103A.1923-08-31_CVPM03AS.1923-08-31_8,HU103A.1923-08-31,CVPM03AS.1923-08-31,8,-127.4571,1.0,0.0,3.96
HU103A.1923-08-31_CVPM03AS.1923-08-31_9,HU103A.1923-08-31,CVPM03AS.1923-08-31,9,-57.4156,1.0,0.0,3.97
HU103A.1923-09-30_CVPM03AS.1923-09-30_0,HU103A.1923-09-30,CVPM03AS.1923-09-30,0,-402.05836,1.0,0.0,20.61
HU103A.1923-09-30_CVPM03AS.1923-09-30_1,HU103A.1923-09-30,CVPM03AS.1923-09-30,1,-400.15518,1.0,0.0,1.87
HU103A.1923-09-30_CVPM03AS.1923-09-30_2,HU103A.1923-09-30,CVPM03AS.1923-09-30,2,-394.65776,1.0,0.0,1.87
HU103A.1923-09-30_CVPM03AS.1923-09-30_3,HU103A.1923-09-30,CVPM03AS.1923-09-30,3,-386.14464,1.0,0.0,1.87
HU103A.1923-09-30_CVPM03AS.1923-09-30_4,HU103A.1923-09-30,CVPM03AS.1923-09-30,4,-368.18594,1.0,0.0,1.88
HU103A.1923-09-30_CVPM03AS.1923-09-30_5,HU103A.1923-09-30,CVPM03AS.1923-09-30,5,-336.79158,1.0,0.0,1.87
HU103A.1923-09-30_CVPM03AS.1923-09-30_6,HU103A.1923-09-30,CVPM03AS.1923-09-30,6,-253.25656,1.0,0.0,1.87
HU103A.1923-09-30_CVPM03AS.1923-09-30_7,HU103A.1923-09-30,CVPM03AS.1923-09-30,7,-165.10097,1.0,0.0,1.88
HU103A.1923-09-30_CVPM03AS.1923-09-30_8,HU103A.1923-09-30,CVPM03AS.1923-09-30,8,-127.44393,1.0,0.0,1.87
HU103A.1923-09-30_CVPM03AS.1923-09-30_9,HU103A.1923-09-30,CVPM03AS.1923-09-30,9,-57.54014,1.0,0.0,1.87
HU103B.1922-10-31_CVPM03BG.1922-10-31_0,HU103B.1922-10-31,CVPM03BG.1922-10-31,0,-1293.38235,1.0,0.0,3.78
HU103B.1922-10-31_CVPM03BG.1922-10-31_1,HU103B.1922-10-31,CVPM03BG.1922-10-31,1,-1030.54287,1.0,0.0,0.35
HU103B.1922-10-31_CVPM03BG.1922-10-31_2,HU103B.1922-10-31,CVPM03BG.1922-10-31,2,-821.41185,1.0,0.0,0.34
HU103B.1922-10-31_CVPM03BG.1922-10-31_3,HU103B.1922-10-31,CVPM03BG.1922-10-31,3,-598.28561,1.0,0.0,0.35
HU103B.1922-10-31_CVPM03BG.1922-10-31_4,HU103B.1922-10-31,CVPM03BG.1922-10-31,4,-468.05887,1.0,0.0,0.34
HU103B.1922-10-31_CVPM03BG.1922-10-31_5,HU103B.1922-10-31,CVPM03BG.1922-10-31,5,-394.82355,1.0,0.0,0.34
HU103B.1922-10-31_CVPM03BG.1922-10-31_6,HU103B.1922-10-31,CVPM03BG.1922-10-31,6,-282.31428,1.0,0.0,0.35
HU103B.1922-10-31_CVPM03BG.1922-10-31_7,HU103B.1922-10-31,CVPM03BG.1922-10-31,7,-174.2353,1.0,0.0,0.34
HU103B.1922-10-31_CVPM03BG.1922-10-31_8,HU103B.1922-10-31,CVPM03BG.1922-10-31,8,-120.68571,1.0,0.0,0.35
HU103B.1922-10-31_CVPM03BG.1922-10-31_9,HU103B.1922-10-31,CVPM03BG.1922-10-31,9,-56.17647,1.0,0.0,0.34
HU103B.1922-11-30_CVPM03BG.1922-11-30_0,HU103B.1922-11-30,CVPM03BG.1922-11-30,0,-1214.23519,1.0,0.0,1.78
HU103B.1922-11-30_CVPM03BG.1922-11-30_1,HU103B.1922-11-30,CVPM03BG.1922-11-30,1,-1059.87492,1.0,0.0,0.16
HU103B.1922-11-30_CVPM03BG.1922-11-30_2,HU103B.1922-11-30,CVPM03BG.1922-11-30,2,-818.12515,1.0,0.0,0.16
HU103B.1922-11-30_CVPM03BG.1922-11-30_3,HU103B.1922-11-30,CVPM03BG.1922-11-30,3,-613.37491,1.0,0.0,0.16
HU103B.1922-11-30_CVPM03BG.1922-11-30_4,HU103B.1922-11-30,CVPM03BG.1922-11-30,4,-466.87498,1.0,0.0,0.16
HU103B.1922-11-30_CVPM03BG.1922-11-30_5,HU103B.1922-11-30,CVPM03BG.1922-11-30,5,-394.50001,1.0,0.0,0.16
HU103B.1922-11-30_CVPM03BG.1922-11-30_6,HU103B.1922-11-30,CVPM03BG.1922-11-30,6,-289.43751,1.0,0.0,0.16
HU103B.1922-11-30_CVPM03BG.1922-11-30_7,HU103B.1922-11-30,CVPM03BG.1922-11-30,7,-163.58824,1.0,0.0,0.17
HU103B.1922-11-30_CVPM03BG.1922-11-30_8,HU103B.1922-11-30,CVPM03BG.1922-11-30,8,-123.75,1.0,0.0,0.16
HU103B.1922-11-30_CVPM03BG.1922-11-30_9,HU103B.1922-11-30,CVPM03BG.1922-11-30,9,-55.9375,1.0,0.0,0.16
HU103B.1922-12-31_CVPM03BG.1922-12-31_0,HU103B.1922-12-31,CVPM03BG.1922-12-31,0,-1300.42854,1.0,0.0,0.78
HU103B.1922-12-31_CVPM03BG.1922-12-31_1,HU103B.1922-12-31,CVPM03BG.1922-12-31,1,-1065.00004,1.0,0.0,0.07
HU103B.1922-12-31_CVPM03BG.1922-12-31_2,HU103B.1922-12-31,CVPM03BG.1922-12-31,2,-721.62495,1.0,0.0,0.08
HU103B.1922-12-31_CVPM03BG.1922-12-31_3,HU103B.1922-12-31,CVPM03BG.1922-12-31,3,-618.2857,1.0,0.0,0.07
HU103B.1922-12-31_CVPM03BG.1922-12-31_4,HU103B.1922-12-31,CVPM03BG.1922-12-31,4,-470.57146,1.0,0.0,0.07
HU103B.1922-12-31_CVPM03BG.1922-12-31_5,HU103B.1922-12-31,CVPM03BG.1922-12-31,5,-399.28567,1.0,0.0,0.07
HU103B.1922-12-31_CVPM03BG.1922-12-31_6,HU103B.1922-12-31,CVPM03BG.1922-12-31,6,-291.71429,1.0,0.0,0.07
HU103B.1922-12-31_CVPM03BG.1922-12-31_7,HU103B.1922-12-31,CVPM03BG.1922-12-31,7,-175.14287,1.0,0.0,0.07
HU103B.1922-12-31_CVPM03BG.1922-12-31_8,HU103B.1922-12-31,CVPM03BG.1922-12-31,8,-124.71429,1.0,0.0,0.07
HU103B.1922-12-31_CVPM03BG.1922-12-31_9,HU103B.1922-12-31,CVPM03BG.1922-12-31,9,-56.42857,1.0,0.0,0.07
HU103B.1923-01-31_CVPM03BG.1923-01-31_0,HU103B.1923-01-31,CVPM03BG.1923-01-31,0,-1282.96433,1.0,0.0,0.43
HU103B.1923-01-31_CVPM03BG.1923-01-31_1,HU103B.1923-01-31,CVPM03BG.1923-01-31,1,-1282.3812,1.0,0.0,0.03
HU103B.1923-01-31_CVPM03BG.1923-01-31_2,HU103B.1923-01-31,CVPM03BG.1923-01-31,2,-782.49988,1.0,0.0,0.04
HU103B.1923-01-31_CVPM03BG.1923-01-31_3,HU103B.1923-01-31,CVPM03BG.1923-01-31,3,-594.50007,1.0,0.0,0.04
HU103B.1923-01-31_CVPM03BG.1923-01-31_4,HU103B.1923-01-31,CVPM03BG.1923-01-31,4,-446.5,1.0,0.0,0.04
HU103B.1923-01-31_CVPM03BG.1923-01-31_5,HU103B.1923-01-31,CVPM03BG.1923-01-31,5,-376.25,1.0,0.0,0.04
HU103B.1923-01-31_CVPM03BG.1923-01-31_6,HU103B.1923-01-31,CVPM03BG.1923-01-31,6,-276.75,1.0,0.0,0.04
HU103B.1923-01-31_CVPM03BG.1923-01-31_7,HU103B.1923-01-31,CVPM03BG.1923-01-31,7,-168.5,1.0,0.0,0.04
HU103B.1923-01-31_CVPM03BG.1923-01-31_8,HU103B.1923-01-31,CVPM03BG.1923-01-31,8,-118.25,1.0,0.0,0.04
HU103B.1923-01-31_CVPM03BG.1923-01-31_9,HU103B.1923-01-31,CVPM03BG.1923-01-31,9,-71.33333,1.0,0.0,0.03
HU103B.1923-02-28_CVPM03BG.1923-02-28_0,HU103B.1923-02-28,CVPM03BG.1923-02-28,0,-1538.49985,1.0,0.0,0.26
HU103B.1923-02-28_CVPM03BG.1923-02-28_1,HU103B.1923-02-28,CVPM03BG.1923-02-28,1,-894.5333,1.0,0.0,0.03
HU103B.1923-02-28_CVPM03BG.1923-02-28_2,HU103B.1923-02-28,CVPM03BG.1923-02-28,2,-893.7,1.0,0.0,0.02
HU103B.1923-02-28_CVPM03BG.1923-02-28_3,HU103B.1923-02-28,CVPM03BG.1923-02-28,3,-515.73333,1.0,0.0,0.03
HU103B.1923-02-28_CVPM03BG.1923-02-28_4,HU103B.1923-02-28,CVPM03BG.1923-02-28,4,-514.90005,1.0,0.0,0.02
HU103B.1923-02-28_CVPM03BG.1923-02-28_5,HU103B.1923-02-28,CVPM03BG.1923-02-28,5,-459.5,1.0,0.0,0.02
HU103B.1923-02-28_CVPM03BG.1923-02-28_6,HU103B.1923-02-28,CVPM03BG.1923-02-28,6,-230.0,1.0,0.0,0.03
HU103B.1923-02-28_CVPM03BG.1923-02-28_7,HU103B.1923-02-28,CVPM03BG.1923-02-28,7,-207.0,1.0,0.0,0.02
HU103B.1923-02-28_CVPM03BG.1923-02-28_8,HU103B.1923-02-28,CVPM03BG.1923-02-28,8,-98.66667,1.0,0.0,0.03
HU103B.1923-02-28_CVPM03BG.1923-02-28_9,HU103B.1923-02-28,CVPM03BG.1923-02-28,9,-66.5,1.0,0.0,0.02
HU103B.1923-03-31_CVPM03BG.1923-03-31_0,HU103B.1923-03-31,CVPM03BG.1923-03-31,0,-1362.25014,1.0,0.0,0.93
HU103B.1923-03-31_CVPM03BG.1923-03-31_1,HU103B.1923-03-31,CVPM03BG.1923-03-31,1,-985.88884,1.0,0.0,0.09
HU103B.1923-03-31_CVPM03BG.1923-03-31_2,HU103B.1923-03-31,CVPM03BG.1923-03-31,2,-863.875,1.0,0.0,0.08
HU103B.1923-03-31_CVPM03BG.1923-03-31_3,HU103B.1923-03-31,CVPM03BG.1923-03-31,3,-572.33336,1.0,0.0,0.09
HU103B.1923-03-31_CVPM03BG.1923-03-31_4,HU103B.1923-03-31,CVPM03BG.1923-03-31,4,-493.00004,1.0,0.0,0.08
HU103B.1923-03-31_CVPM03BG.1923-03-31_5,HU103B.1923-03-31,CVPM03BG.1923-03-31,5,-366.88889,1.0,0.0,0.09
HU103B.1923-03-31_CVPM03BG.1923-03-31_6,HU103B.1923-03-31,CVPM03BG.1923-03-31,6,-305.62501,1.0,0.0,0.08
HU103B.1923-03-31_CVPM03BG.1923-03-31_7,HU103B.1923-03-31,CVPM03BG.1923-03-31,7,-162.1111,1.0,0.0,0.09
HU103B.1923-03-31_CVPM03BG.1923-03-31_8,HU103B.1923-03-31,CVPM03BG.1923-03-31,8,-130.0,1.0,0.0,0.08
HU103B.1923-03-31_CVPM03BG.1923-03-31_9,HU103B.1923-03-31,CVPM03BG.1923-03-31,9,-52.44444,1.0,0.0,0.09
HU103B.1923-04-30_CVPM03BG.1923-04-30_0,HU103B.1923-04-30,CVPM03BG.1923-04-30,0,-1277.86798,1.0,0.0,10.0
HU103B.1923-04-30_CVPM03BG.1923-04-30_1,HU103B.1923-04-30,CVPM03BG.1923-04-30,1,-1046.5603,1.0,0.0,0.91
HU103B.1923-04-30_CVPM03BG.1923-04-30_2,HU103B.1923-04-30,CVPM03BG.1923-04-30,2,-819.84443,1.0,0.0,0.9
HU103B.1923-04-30_CVPM03BG.1923-04-30_3,HU103B.1923-04-30,CVPM03BG.1923-04-30,3,-607.58244,1.0,0.0,0.91
HU103B.1923-04-30_CVPM03BG.1923-04-30_4,HU103B.1923-04-30,CVPM03BG.1923-04-30,4,-462.43957,1.0,0.0,0.91
HU103B.1923-04-30_CVPM03BG.1923-04-30_5,HU103B.1923-04-30,CVPM03BG.1923-04-30,5,-389.7363,1.0,0.0,0.91
HU103B.1923-04-30_CVPM03BG.1923-04-30_6,HU103B.1923-04-30,CVPM03BG.1923-04-30,6,-286.69229,1.0,0.0,0.91
HU103B.1923-04-30_CVPM03BG.1923-04-30_7,HU103B.1923-04-30,CVPM03BG.1923-04-30,7,-172.15364,1.0,0.0,0.91
HU103B.1923-04-30_CVPM03BG.1923-04-30_8,HU103B.1923-04-30,CVPM03BG.1923-04-30,8,-122.57157,1.0,0.0,0.91
HU103B.1923-04-30_CVPM03BG.1923-04-30_9,HU103B.1923-04-30,CVPM03BG.1923-04-30,9,-55.43956,1.0,0.0,0.91
HU103B.1923-05-31_CVPM03BG.1923-05-31_0,HU103B.1923-05-31,CVPM03BG.1923-05-31,0,-1282.62991,1.0,0.0,13.12
HU103B.1923-05-31_CVPM03BG.1923-05-31_1,HU103B.1923-05-31,CVPM03BG.1923-05-31,1,-1050.46243,1.0,0.0,1.19
HU103B.1923-05-31_CVPM03BG.1923-05-31_2,HU103B.1923-05-31,CVPM03BG.1923-05-31,2,-813.41173,1.0,0.0,1.19
HU103B.1923-05-31_CVPM03BG.1923-05-31_3,HU103B.1923-05-31,CVPM03BG.1923-05-31,3,-604.7578,1.0,0.0,1.2
HU103B.1923-05-31_CVPM03BG.1923-05-31_4,HU103B.1923-05-31,CVPM03BG.1923-05-31,4,-464.16884,1.0,0.0,1.19
HU103B.1923-05-31_CVPM03BG.1923-05-31_5,HU103B.1923-05-31,CVPM03BG.1923-05-31,5,-390.97447,1.0,0.0,1.19
HU103B.1923-05-31_CVPM03BG.1923-05-31_6,HU103B.1923-05-31,CVPM03BG.1923-05-31,6,-285.36646,1.0,0.0,1.2
HU103B.1923-05-31_CVPM03BG.1923-05-31_7,HU103B.1923-05-31,CVPM03BG.1923-05-31,7,-172.7986,1.0,0.0,1.19
HU103B.1923-05-31_CVPM03BG.1923-05-31_8,HU103B.1923-05-31,CVPM03BG.1923-05-31,8,-123.02511,1.0,0.0,1.19
HU103B.1923-05-31_CVPM03BG.1923-05-31_9,HU103B.1923-05-31,CVPM03BG.1923-05-31,9,-55.61345,1.0,0.0,1.19
HU103B.1923-06-30_CVPM03BG.1923-06-30_0,HU103B.1923-06-30,CVPM03BG.1923-06-30,0,-1286.98488,1.0,0.0,14.49
HU103B.1923-06-30_CVPM03BG.1923-06-30_1,HU103B.1923-06-30,CVPM03BG.1923-06-30,1,-1046.43943,1.0,0.0,1.32
HU103B.1923-06-30_CVPM03BG.1923-06-30_2,HU103B.1923-06-30,CVPM03BG.1923-06-30,2,-809.99299,1.0,0.0,1.32
HU103B.1923-06-30_CVPM03BG.1923-06-30_3,HU103B.1923-06-30,CVPM03BG.1923-06-30,3,-607.27937,1.0,0.0,1.32
HU103B.1923-06-30_CVPM03BG.1923-06-30_4,HU103B.1923-06-30,CVPM03BG.1923-06-30,4,-465.91646,1.0,0.0,1.31
HU103B.1923-06-30_CVPM03BG.1923-06-30_5,HU103B.1923-06-30,CVPM03BG.1923-06-30,5,-389.32574,1.0,0.0,1.32
HU103B.1923-06-30_CVPM03BG.1923-06-30_6,HU103B.1923-06-30,CVPM03BG.1923-06-30,6,-286.66664,1.0,0.0,1.32
HU103B.1923-06-30_CVPM03BG.1923-06-30_7,HU103B.1923-06-30,CVPM03BG.1923-06-30,7,-172.06832,1.0,0.0,1.32
HU103B.1923-06-30_CVPM03BG.1923-06-30_8,HU103B.1923-06-30,CVPM03BG.1923-06-30,8,-123.48836,1.0,0.0,1.31
HU103B.1923-06-30_CVPM03BG.1923-06-30_9,HU103B.1923-06-30,CVPM03BG.1923-06-30,9,-55.38641,1.0,0.0,1.32
HU103B.1923-07-31_CVPM03BG.1923-07-31_0,HU103B.1923-07-31,CVPM03BG.1923-07-31,0,-1283.46436,1.0,0.0,15.44
HU103B.1923-07-31_CVPM03BG.1923-07-31_1,HU103B.1923-07-31,CVPM03BG.1923-07-31,1,-1043.3263,1.0,0.0,1.41
HU103B.1923-07-31_CVPM03BG.1923-07-31_2,HU103B.1923-07-31,CVPM03BG.1923-07-31,2,-813.94287,1.0,0.0,1.4
HU103B.1923-07-31_CVPM03BG.1923-07-31_3,HU103B.1923-07-31,CVPM03BG.1923-07-31,3,-610.0143,1.0,0.0,1.4
HU103B.1923-07-31_CVPM03BG.1923-07-31_4,HU103B.1923-07-31,CVPM03BG.1923-07-31,4,-461.17755,1.0,0.0,1.41
HU103B.1923-07-31_CVPM03BG.1923-07-31_5,HU103B.1923-07-31,CVPM03BG.1923-07-31,5,-391.08573,1.0,0.0,1.4
HU103B.1923-07-31_CVPM03BG.1923-07-31_6,HU103B.1923-07-31,CVPM03BG.1923-07-31,6,-287.95672,1.0,0.0,1.4
HU103B.1923-07-31_CVPM03BG.1923-07-31_7,HU103B.1923-07-31,CVPM03BG.1923-07-31,7,-171.62424,1.0,0.0,1.41
HU103B.1923-07-31_CVPM03BG.1923-07-31_8,HU103B.1923-07-31,CVPM03BG.1923-07-31,8,-123.1,1.0,0.0,1.4
HU103B.1923-07-31_CVPM03BG.1923-07-31_9,HU103B.1923-07-31,CVPM03BG.1923-07-31,9,-55.24113,1.0,0.0,1.41
HU103B.1923-08-31_CVPM03BG.1923-08-31_0,HU103B.1923-08-31,CVPM03BG.1923-08-31,0,-1281.02483,1.0,0.0,13.32
HU103B.1923-08-31_CVPM03BG.1923-08-31_1,HU103B.1923-08-31,CVPM03BG.1923-08-31,1,-1049.15701,1.0,0.0,1.21
HU103B.1923-08-31_CVPM03BG.1923-08-31_2,HU103B.1923-08-31,CVPM03BG.1923-08-31,2,-805.7377,1.0,0.0,1.22
HU103B.1923-08-31_CVPM03BG.1923-08-31_3,HU103B.1923-08-31,CVPM03BG.1923-08-31,3,-609.08314,1.0,0.0,1.21
HU103B.1923-08-31_CVPM03BG.1923-08-31_4,HU103B.1923-08-31,CVPM03BG.1923-08-31,4,-463.58635,1.0,0.0,1.21
HU103B.1923-08-31_CVPM03BG.1923-08-31_5,HU103B.1923-08-31,CVPM03BG.1923-08-31,5,-390.49619,1.0,0.0,1.21
HU103B.1923-08-31_CVPM03BG.1923-08-31_6,HU103B.1923-08-31,CVPM03BG.1923-08-31,6,-287.40475,1.0,0.0,1.21
HU103B.1923-08-31_CVPM03BG.1923-08-31_7,HU103B.1923-08-31,CVPM03BG.1923-08-31,7,-172.57865,1.0,0.0,1.21
HU103B.1923-08-31_CVPM03BG.1923-08-31_8,HU103B.1923-08-31,CVPM03BG.1923-08-31,8,-122.91725,1.0,0.0,1.21
HU103B.1923-08-31_CVPM03BG.1923-08-31_9,HU103B.1923-08-31,CVPM03BG.1923-08-31,9,-55.55377,1.0,0.0,1.21
HU103B.1923-09-30_CVPM03BG.1923-09-30_0,HU103B.1923-09-30,CVPM03BG.1923-09-30,0,-1283.21041,1.0,0.0,6.29
HU103B.1923-09-30_CVPM03BG.1923-09-30_1,HU103B.1923-09-30,CVPM03BG.1923-09-30,1,-1051.85975,1.0,0.0,0.57
HU103B.1923-09-30_CVPM03BG.1923-09-30_2,HU103B.1923-09-30,CVPM03BG.1923-09-30,2,-814.50859,1.0,0.0,0.57
HU103B.1923-09-30_CVPM03BG.1923-09-30_3,HU103B.1923-09-30,CVPM03BG.1923-09-30,3,-599.60348,1.0,0.0,0.58
HU103B.1923-09-30_CVPM03BG.1923-09-30_4,HU103B.1923-09-30,CVPM03BG.1923-09-30,4,-464.77201,1.0,0.0,0.57
HU103B.1923-09-30_CVPM03BG.1923-09-30_5,HU103B.1923-09-30,CVPM03BG.1923-09-30,5,-391.15788,1.0,0.0,0.57
HU103B.1923-09-30_CVPM03BG.1923-09-30_6,HU103B.1923-09-30,CVPM03BG.1923-09-30,6,-288.15787,1.0,0.0,0.57
HU103B.1923-09-30_CVPM03BG.1923-09-30_7,HU103B.1923-09-30,CVPM03BG.1923-09-30,7,-173.01755,1.0,0.0,0.57
HU103B.1923-09-30_CVPM03BG.1923-09-30_8,HU103B.1923-09-30,CVPM03BG.1923-09-30,8,-120.94828,1.0,0.0,0.58
HU103B.1923-09-30_CVPM03BG.1923-09-30_9,HU103B.1923-09-30,CVPM03BG.1923-09-30,9,-55.70175,1.0,0.0,0.57
HU103B.1922-10-31_CVPM03BS.1922-10-31_0,HU103B.1922-10-31,CVPM03BS.1922-10-31,0,-1288.85283,1.0,0.0,3.77
HU103B.1922-10-31_CVPM03BS.1922-10-31_1,HU103B.1922-10-31,CVPM03BS.1922-10-31,1,-1056.88243,1.0,0.0,0.34
HU103B.1922-10-31_CVPM03BS.1922-10-31_2,HU103B.1922-10-31,CVPM03BS.1922-10-31,2,-795.143,1.0,0.0,0.35
HU103B.1922-10-31_CVPM03BS.1922-10-31_3,HU103B.1922-10-31,CVPM03BS.1922-10-31,3,-613.58813,1.0,0.0,0.34
HU103B.1922-10-31_CVPM03BS.1922-10-31_4,HU103B.1922-10-31,CVPM03BS.1922-10-31,4,-466.35302,1.0,0.0,0.34
HU103B.1922-10-31_CVPM03BS.1922-10-31_5,HU103B.1922-10-31,CVPM03BS.1922-10-31,5,-393.4117,1.0,0.0,0.34
HU103B.1922-10-31_CVPM03BS.1922-10-31_6,HU103B.1922-10-31,CVPM03BS.1922-10-31,6,-281.34288,1.0,0.0,0.35
HU103B.1922-10-31_CVPM03BS.1922-10-31_7,HU103B.1922-10-31,CVPM03BS.1922-10-31,7,-173.49999,1.0,0.0,0.34
HU103B.1922-10-31_CVPM03BS.1922-10-31_8,HU103B.1922-10-31,CVPM03BS.1922-10-31,8,-123.88235,1.0,0.0,0.34
HU103B.1922-10-31_CVPM03BS.1922-10-31_9,HU103B.1922-10-31,CVPM03BS.1922-10-31,9,-55.94118,1.0,0.0,0.34
