link,i,j,k,cost,amplitude,lower_bound,upper_bound
D30.1922-11-30_HSU104D30.1922-11-30_0,D30.1922-11-30,HSU104D30.1922-11-30,0,0.0,1.0,0.0,236.0
D30.1922-12-31_HSU104D30.1922-12-31_0,D30.1922-12-31,HSU104D30.1922-12-31,0,0.0,1.0,0.0,236.0
D30.1923-01-31_HSU104D30.1923-01-31_0,D30.1923-01-31,HSU104D30.1923-01-31,0,0.0,1.0,0.0,236.0
D30.1923-02-28_HSU104D30.1923-02-28_0,D30.1923-02-28,HSU104D30.1923-02-28,0,0.0,1.0,0.0,236.0
D30.1923-03-31_HSU104D30.1923-03-31_0,D30.1923-03-31,HSU104D30.1923-03-31,0,0.0,1.0,0.0,236.0
D30.1923-04-30_HSU104D30.1923-04-30_0,D30.1923-04-30,HSU104D30.1923-04-30,0,0.0,1.0,0.0,236.0
D30.1923-05-31_HSU104D30.1923-05-31_0,D30.1923-05-31,HSU104D30.1923-05-31,0,0.0,1.0,0.0,236.0
D30.1923-06-30_HSU104D30.1923-06-30_0,D30.1923-06-30,HSU104D30.1923-06-30,0,0.0,1.0,0.0,236.0
D30.1923-07-31_HSU104D30.1923-07-31_0,D30.1923-07-31,HSU104D30.1923-07-31,0,0.0,1.0,0.0,236.0
D30.1923-08-31_HSU104D30.1923-08-31_0,D30.1923-08-31,HSU104D30.1923-08-31,0,0.0,1.0,0.0,236.0
D30.1923-09-30_HSU104D30.1923-09-30_0,D30.1923-09-30,HSU104D30.1923-09-30,0,0.0,1.0,0.0,236.0
D30.1922-10-31_N203.1922-10-31_0,D30.1922-10-31,N203.1922-10-31,0,0.0,1.0,0.0,0.0
D30.1922-11-30_N203.1922-11-30_0,D30.1922-11-30,N203.1922-11-30,0,0.0,1.0,0.0,0.0
D30.1922-12-31_N203.1922-12-31_0,D30.1922-12-31,N203.1922-12-31,0,0.0,1.0,0.0,0.0
D30.1923-01-31_N203.1923-01-31_0,D30.1923-01-31,N203.1923-01-31,0,0.0,1.0,0.0,0.0
D30.1923-02-28_N203.1923-02-28_0,D30.1923-02-28,N203.1923-02-28,0,0.0,1.0,0.0,0.0
D30.1923-03-31_N203.1923-03-31_0,D30.1923-03-31,N203.1923-03-31,0,0.0,1.0,0.0,0.0
D30.1923-04-30_N203.1923-04-30_0,D30.1923-04-30,N203.1923-04-30,0,0.0,1.0,0.0,0.0
D30.1923-05-31_N203.1923-05-31_0,D30.1923-05-31,N203.1923-05-31,0,0.0,1.0,0.0,0.0
D30.1923-06-30_N203.1923-06-30_0,D30.1923-06-30,N203.1923-06-30,0,0.0,1.0,0.0,0.0
D30.1923-07-31_N203.1923-07-31_0,D30.1923-07-31,N203.1923-07-31,0,0.0,1.0,0.0,0.0
D30.1923-08-31_N203.1923-08-31_0,D30.1923-08-31,N203.1923-08-31,0,0.0,1.0,0.0,0.0
D30.1923-09-30_N203.1923-09-30_0,D30.1923-09-30,N203.1923-09-30,0,0.0,1.0,0.0,0.0
D31.1922-10-31_SINK.1922-10-31_0,D31.1922-10-31,SINK.1922-10-31,0,0.0,1.0,8.585,8.585
D31.1922-11-30_SINK.1922-11-30_0,D31.1922-11-30,SINK.1922-11-30,0,0.0,1.0,3.142,3.142
D31.1922-12-31_SINK.1922-12-31_0,D31.1922-12-31,SINK.1922-12-31,0,0.0,1.0,9.327,9.327
D31.1923-01-31_SINK.1923-01-31_0,D31.1923-01-31,SINK.1923-01-31,0,0.0,1.0,13.013,13.013
D31.1923-02-28_SINK.1923-02-28_0,D31.1923-02-28,SINK.1923-02-28,0,0.0,1.0,4.037,4.037
D31.1923-03-31_SINK.1923-03-31_0,D31.1923-03-31,SINK.1923-03-31,0,0.0,1.0,0.0,0.0
D31.1923-04-30_SINK.1923-04-30_0,D31.1923-04-30,SINK.1923-04-30,0,0.0,1.0,0.0,0.0
D31.1923-05-31_SINK.1923-05-31_0,D31.1923-05-31,SINK.1923-05-31,0,0.0,1.0,0.299,0.299
D31.1923-06-30_SINK.1923-06-30_0,D31.1923-06-30,SINK.1923-06-30,0,0.0,1.0,0.883,0.883
D31.1923-07-31_SINK.1923-07-31_0,D31.1923-07-31,SINK.1923-07-31,0,0.0,1.0,3.545,3.545
D31.1923-08-31_SINK.1923-08-31_0,D31.1923-08-31,SINK.1923-08-31,0,0.0,1.0,6.058,6.058
D31.1923-09-30_SINK.1923-09-30_0,D31.1923-09-30,SINK.1923-09-30,0,0.0,1.0,5.103,5.103
INFLOW.1922-10-31_D31.1922-10-31_0,INFLOW.1922-10-31,D31.1922-10-31,0,0.0,1.0,0.0,0.0
INFLOW.1922-11-30_D31.1922-11-30_0,INFLOW.1922-11-30,D31.1922-11-30,0,0.0,1.0,0.0,0.0
INFLOW.1922-12-31_D31.1922-12-31_0,INFLOW.1922-12-31,D31.1922-12-31,0,0.0,1.0,0.0,0.0
INFLOW.1923-01-31_D31.1923-01-31_0,INFLOW.1923-01-31,D31.1923-01-31,0,0.0,1.0,0.0,0.0
INFLOW.1923-02-28_D31.1923-02-28_0,INFLOW.1923-02-28,D31.1923-02-28,0,0.0,1.0,0.0,0.0
INFLOW.1923-03-31_D31.1923-03-31_0,INFLOW.1923-03-31,D31.1923-03-31,0,0.0,1.0,3.088,3.088
INFLOW.1923-04-30_D31.1923-04-30_0,INFLOW.1923-04-30,D31.1923-04-30,0,0.0,1.0,4.788,4.788
INFLOW.1923-05-31_D31.1923-05-31_0,INFLOW.1923-05-31,D31.1923-05-31,0,0.0,1.0,0.0,0.0
INFLOW.1923-06-30_D31.1923-06-30_0,INFLOW.1923-06-30,D31.1923-06-30,0,0.0,1.0,0.0,0.0
INFLOW.1923-07-31_D31.1923-07-31_0,INFLOW.1923-07-31,D31.1923-07-31,0,0.0,1.0,0.0,0.0
INFLOW.1923-08-31_D31.1923-08-31_0,INFLOW.1923-08-31,D31.1923-08-31,0,0.0,1.0,0.0,0.0
INFLOW.1923-09-30_D31.1923-09-30_0,INFLOW.1923-09-30,D31.1923-09-30,0,0.0,1.0,0.0,0.0
D31.1922-10-31_D61.1922-10-31_0,D31.1922-10-31,D61.1922-10-31,0,0.0,1.0,0.0,1000000000000.0
D31.1922-11-30_D61.1922-11-30_0,D31.1922-11-30,D61.1922-11-30,0,0.0,1.0,0.0,1000000000000.0
D31.1922-12-31_D61.1922-12-31_0,D31.1922-12-31,D61.1922-12-31,0,0.0,1.0,0.0,1000000000000.0
D31.1923-01-31_D61.1923-01-31_0,D31.1923-01-31,D61.1923-01-31,0,0.0,1.0,0.0,1000000000000.0
D31.1923-02-28_D61.1923-02-28_0,D31.1923-02-28,D61.1923-02-28,0,0.0,1.0,0.0,1000000000000.0
D31.1923-03-31_D61.1923-03-31_0,D31.1923-03-31,D61.1923-03-31,0,0.0,1.0,0.0,1000000000000.0
D31.1923-04-30_D61.1923-04-30_0,D31.1923-04-30,D61.1923-04-30,0,0.0,1.0,0.0,1000000000000.0
D31.1923-05-31_D61.1923-05-31_0,D31.1923-05-31,D61.1923-05-31,0,0.0,1.0,0.0,1000000000000.0
D31.1923-06-30_D61.1923-06-30_0,D31.1923-06-30,D61.1923-06-30,0,0.0,1.0,0.0,1000000000000.0
D31.1923-07-31_D61.1923-07-31_0,D31.1923-07-31,D61.1923-07-31,0,0.0,1.0,0.0,1000000000000.0
D31.1923-08-31_D61.1923-08-31_0,D31.1923-08-31,D61.1923-08-31,0,0.0,1.0,0.0,1000000000000.0
D31.1923-09-30_D61.1923-09-30_0,D31.1923-09-30,D61.1923-09-30,0,0.0,1.0,0.0,1000000000000.0
D31.1922-10-31_HSU202D31.1922-10-31_0,D31.1922-10-31,HSU202D31.1922-10-31,0,0.0,1.0,0.0,5.7
D31.1922-11-30_HSU202D31.1922-11-30_0,D31.1922-11-30,HSU202D31.1922-11-30,0,0.0,1.0,0.0,5.7
D31.1922-12-31_HSU202D31.1922-12-31_0,D31.1922-12-31,HSU202D31.1922-12-31,0,0.0,1.0,0.0,5.7
D31.1923-01-31_HSU202D31.1923-01-31_0,D31.1923-01-31,HSU202D31.1923-01-31,0,0.0,1.0,0.0,5.7
D31.1923-02-28_HSU202D31.1923-02-28_0,D31.1923-02-28,HSU202D31.1923-02-28,0,0.0,1.0,0.0,5.7
D31.1923-03-31_HSU202D31.1923-03-31_0,D31.1923-03-31,HSU202D31.1923-03-31,0,0.0,1.0,0.0,5.7
D31.1923-04-30_HSU202D31.1923-04-30_0,D31.1923-04-30,HSU202D31.1923-04-30,0,0.0,1.0,0.0,5.7
D31.1923-05-31_HSU202D31.1923-05-31_0,D31.1923-05-31,HSU202D31.1923-05-31,0,0.0,1.0,0.0,5.7
D31.1923-06-30_HSU202D31.1923-06-30_0,D31.1923-06-30,HSU202D31.1923-06-30,0,0.0,1.0,0.0,5.7
D31.1923-07-31_HSU202D31.1923-07-31_0,D31.1923-07-31,HSU202D31.1923-07-31,0,0.0,1.0,0.0,5.7
D31.1923-08-31_HSU202D31.1923-08-31_0,D31.1923-08-31,HSU202D31.1923-08-31,0,0.0,1.0,0.0,5.7
D31.1923-09-30_HSU202D31.1923-09-30_0,D31.1923-09-30,HSU202D31.1923-09-30,0,0.0,1.0,0.0,5.7
D37.1922-10-31_SINK.1922-10-31_0,D37.1922-10-31,SINK.1922-10-31,0,0.0,1.0,0.0,0.0
D37.1922-11-30_SINK.1922-11-30_0,D37.1922-11-30,SINK.1922-11-30,0,0.0,1.0,0.0,0.0
D37.1922-12-31_SINK.1922-12-31_0,D37.1922-12-31,SINK.1922-12-31,0,0.0,1.0,0.0,0.0
D37.1923-01-31_SINK.1923-01-31_0,D37.1923-01-31,SINK.1923-01-31,0,0.0,1.0,0.0,0.0
D37.1923-02-28_SINK.1923-02-28_0,D37.1923-02-28,SINK.1923-02-28,0,0.0,1.0,0.0,0.0
D37.1923-03-31_SINK.1923-03-31_0,D37.1923-03-31,SINK.1923-03-31,0,0.0,1.0,0.0,0.0
D37.1923-04-30_SINK.1923-04-30_0,D37.1923-04-30,SINK.1923-04-30,0,0.0,1.0,0.0,0.0
D37.1923-05-31_SINK.1923-05-31_0,D37.1923-05-31,SINK.1923-05-31,0,0.0,1.0,0.0,0.0
D37.1923-06-30_SINK.1923-06-30_0,D37.1923-06-30,SINK.1923-06-30,0,0.0,1.0,0.0,0.0
D37.1923-07-31_SINK.1923-07-31_0,D37.1923-07-31,SINK.1923-07-31,0,0.0,1.0,0.0,0.0
D37.1923-08-31_SINK.1923-08-31_0,D37.1923-08-31,SINK.1923-08-31,0,0.0,1.0,0.0,0.0
D37.1923-09-30_SINK.1923-09-30_0,D37.1923-09-30,SINK.1923-09-30,0,0.0,1.0,0.0,0.0
INFLOW.1922-10-31_D37.1922-10-31_0,INFLOW.1922-10-31,D37.1922-10-31,0,0.0,1.0,0.421,0.421
INFLOW.1922-11-30_D37.1922-11-30_0,INFLOW.1922-11-30,D37.1922-11-30,0,0.0,1.0,4.72,4.72
INFLOW.1922-12-31_D37.1922-12-31_0,INFLOW.1922-12-31,D37.1922-12-31,0,0.0,1.0,6.519,6.519
INFLOW.1923-01-31_D37.1923-01-31_0,INFLOW.1923-01-31,D37.1923-01-31,0,0.0,1.0,7.783,7.783
INFLOW.1923-02-28_D37.1923-02-28_0,INFLOW.1923-02-28,D37.1923-02-28,0,0.0,1.0,6.404,6.404
INFLOW.1923-03-31_D37.1923-03-31_0,INFLOW.1923-03-31,D37.1923-03-31,0,0.0,1.0,8.748,8.748
INFLOW.1923-04-30_D37.1923-04-30_0,INFLOW.1923-04-30,D37.1923-04-30,0,0.0,1.0,9.428,9.428
INFLOW.1923-05-31_D37.1923-05-31_0,INFLOW.1923-05-31,D37.1923-05-31,0,0.0,1.0,6.338,6.338
INFLOW.1923-06-30_D37.1923-06-30_0,INFLOW.1923-06-30,D37.1923-06-30,0,0.0,1.0,6.007,6.007
INFLOW.1923-07-31_D37.1923-07-31_0,INFLOW.1923-07-31,D37.1923-07-31,0,0.0,1.0,4.738,4.738
INFLOW.1923-08-31_D37.1923-08-31_0,INFLOW.1923-08-31,D37.1923-08-31,0,0.0,1.0,1.661,1.661
INFLOW.1923-09-30_D37.1923-09-30_0,INFLOW.1923-09-30,D37.1923-09-30,0,0.0,1.0,2.002,2.002
D37.1922-10-31_C32.1922-10-31_0,D37.1922-10-31,C32.1922-10-31,0,0.0,1.0,0.0,1000000000000.0
D37.1922-11-30_C32.1922-11-30_0,D37.1922-11-30,C32.1922-11-30,0,0.0,1.0,0.0,1000000000000.0
D37.1922-12-31_C32.1922-12-31_0,D37.1922-12-31,C32.1922-12-31,0,0.0,1.0,0.0,1000000000000.0
D37.1923-01-31_C32.1923-01-31_0,D37.1923-01-31,C32.1923-01-31,0,0.0,1.0,0.0,1000000000000.0
D37.1923-02-28_C32.1923-02-28_0,D37.1923-02-28,C32.1923-02-28,0,0.0,1.0,0.0,1000000000000.0
D37.1923-03-31_C32.1923-03-31_0,D37.1923-03-31,C32.1923-03-31,0,0.0,1.0,0.0,1000000000000.0
D37.1923-04-30_C32.1923-04-30_0,D37.1923-04-30,C32.1923-04-30,0,0.0,1.0,0.0,1000000000000.0
D37.1923-05-31_C32.1923-05-31_0,D37.1923-05-31,C32.1923-05-31,0,0.0,1.0,0.0,1000000000000.0
D37.1923-06-30_C32.1923-06-30_0,D37.1923-06-30,C32.1923-06-30,0,0.0,1.0,0.0,1000000000000.0
D37.1923-07-31_C32.1923-07-31_0,D37.1923-07-31,C32.1923-07-31,0,0.0,1.0,0.0,1000000000000.0
D37.1923-08-31_C32.1923-08-31_0,D37.1923-08-31,C32.1923-08-31,0,0.0,1.0,0.0,1000000000000.0
D37.1923-09-30_C32.1923-09-30_0,D37.1923-09-30,C32.1923-09-30,0,0.0,1.0,0.0,1000000000000.0
D42.1922-10-31_D43.1922-10-31_0,D42.1922-10-31,D43.1922-10-31,0,0.0,1.0,104.528,1000000000000.0
D42.1922-11-30_D43.1922-11-30_0,D42.1922-11-30,D43.1922-11-30,0,0.0,1.0,101.156,1000000000000.0
D42.1922-12-31_D43.1922-12-31_0,D42.1922-12-31,D43.1922-12-31,0,0.0,1.0,104.528,1000000000000.0
D42.1923-01-31_D43.1923-01-31_0,D42.1923-01-31,D43.1923-01-31,0,0.0,1.0,104.528,1000000000000.0
D42.1923-02-28_D43.1923-02-28_0,D42.1923-02-28,D43.1923-02-28,0,0.0,1.0,94.413,1000000000000.0
D42.1923-03-31_D43.1923-03-31_0,D42.1923-03-31,D43.1923-03-31,0,0.0,1.0,104.528,1000000000000.0
D42.1923-04-30_D43.1923-04-30_0,D42.1923-04-30,D43.1923-04-30,0,0.0,1.0,166.611,1000000000000.0
D42.1923-05-31_D43.1923-05-31_0,D42.1923-05-31,D43.1923-05-31,0,0.0,1.0,172.164,1000000000000.0
D42.1923-06-30_D43.1923-06-30_0,D42.1923-06-30,D43.1923-06-30,0,0.0,1.0,162.92,1000000000000.0
D42.1923-07-31_D43.1923-07-31_0,D42.1923-07-31,D43.1923-07-31,0,0.0,1.0,61.487,1000000000000.0
D42.1923-08-31_D43.1923-08-31_0,D42.1923-08-31,D43.1923-08-31,0,0.0,1.0,61.487,1000000000000.0
D42.1923-09-30_D43.1923-09-30_0,D42.1923-09-30,D43.1923-09-30,0,0.0,1.0,59.504,1000000000000.0
D42.1922-10-31_HSU204D42.1922-10-31_0,D42.1922-10-31,HSU204D42.1922-10-31,0,0.0,1.0,0.0,3.0
D42.1922-11-30_HSU204D42.1922-11-30_0,D42.1922-11-30,HSU204D42.1922-11-30,0,0.0,1.0,0.0,3.0
D42.1922-12-31_HSU204D42.1922-12-31_0,D42.1922-12-31,HSU204D42.1922-12-31,0,0.0,1.0,0.0,3.0
D42.1923-01-31_HSU204D42.1923-01-31_0,D42.1923-01-31,HSU204D42.1923-01-31,0,0.0,1.0,0.0,3.0
D42.1923-02-28_HSU204D42.1923-02-28_0,D42.1923-02-28,HSU204D42.1923-02-28,0,0.0,1.0,0.0,3.0
D42.1923-03-31_HSU204D42.1923-03-31_0,D42.1923-03-31,HSU204D42.1923-03-31,0,0.0,1.0,0.0,3.0
D42.1923-04-30_HSU204D42.1923-04-30_0,D42.1923-04-30,HSU204D42.1923-04-30,0,0.0,1.0,0.0,3.0
D42.1923-05-31_HSU204D42.1923-05-31_0,D42.1923-05-31,HSU204D42.1923-05-31,0,0.0,1.0,0.0,3.0
D42.1923-06-30_HSU204D42.1923-06-30_0,D42.1923-06-30,HSU204D42.1923-06-30,0,0.0,1.0,0.0,3.0
D42.1923-07-31_HSU204D42.1923-07-31_0,D42.1923-07-31,HSU204D42.1923-07-31,0,0.0,1.0,0.0,3.0
D42.1923-08-31_HSU204D42.1923-08-31_0,D42.1923-08-31,HSU204D42.1923-08-31,0,0.0,1.0,0.0,3.0
D42.1923-09-30_HSU204D42.1923-09-30_0,D42.1923-09-30,HSU204D42.1923-09-30,0,0.0,1.0,0.0,3.0
D43.1922-10-31_C306.1922-10-31_0,D43.1922-10-31,C306.1922-10-31,0,0.0,1.0,0.0,0.0
D43.1922-11-30_C306.1922-11-30_0,D43.1922-11-30,C306.1922-11-30,0,0.0,1.0,0.0,0.0
D43.1922-12-31_C306.1922-12-31_0,D43.1922-12-31,C306.1922-12-31,0,0.0,1.0,0.0,0.0
D43.1923-01-31_C306.1923-01-31_0,D43.1923-01-31,C306.1923-01-31,0,0.0,1.0,0.0,0.0
D43.1923-02-28_C306.1923-02-28_0,D43.1923-02-28,C306.1923-02-28,0,0.0,1.0,0.0,0.0
D43.1923-03-31_C306.1923-03-31_0,D43.1923-03-31,C306.1923-03-31,0,0.0,1.0,0.0,0.0
D43.1923-04-30_C306.1923-04-30_0,D43.1923-04-30,C306.1923-04-30,0,0.0,1.0,0.0,0.0
D43.1923-05-31_C306.1923-05-31_0,D43.1923-05-31,C306.1923-05-31,0,0.0,1.0,0.0,0.0
D43.1923-06-30_C306.1923-06-30_0,D43.1923-06-30,C306.1923-06-30,0,0.0,1.0,0.0,0.0
D43.1923-07-31_C306.1923-07-31_0,D43.1923-07-31,C306.1923-07-31,0,0.0,1.0,0.0,0.0
D43.1923-08-31_C306.1923-08-31_0,D43.1923-08-31,C306.1923-08-31,0,0.0,1.0,0.0,0.0
D43.1923-09-30_C306.1923-09-30_0,D43.1923-09-30,C306.1923-09-30,0,0.0,1.0,0.0,0.0
D43.1922-10-31_C67.1922-10-31_0,D43.1922-10-31,C67.1922-10-31,0,0.0,1.0,0.0,1000000000000.0
D43.1922-11-30_C67.1922-11-30_0,D43.1922-11-30,C67.1922-11-30,0,0.0,1.0,0.0,1000000000000.0
D43.1922-12-31_C67.1922-12-31_0,D43.1922-12-31,C67.1922-12-31,0,0.0,1.0,0.0,1000000000000.0
D43.1923-01-31_C67.1923-01-31_0,D43.1923-01-31,C67.1923-01-31,0,0.0,1.0,0.0,1000000000000.0
D43.1923-02-28_C67.1923-02-28_0,D43.1923-02-28,C67.1923-02-28,0,0.0,1.0,0.0,1000000000000.0
D43.1923-03-31_C67.1923-03-31_0,D43.1923-03-31,C67.1923-03-31,0,0.0,1.0,0.0,1000000000000.0
D43.1923-04-30_C67.1923-04-30_0,D43.1923-04-30,C67.1923-04-30,0,0.0,1.0,0.0,1000000000000.0
D43.1923-05-31_C67.1923-05-31_0,D43.1923-05-31,C67.1923-05-31,0,0.0,1.0,0.0,1000000000000.0
D43.1923-06-30_C67.1923-06-30_0,D43.1923-06-30,C67.1923-06-30,0,0.0,1.0,0.0,1000000000000.0
D43.1923-07-31_C67.1923-07-31_0,D43.1923-07-31,C67.1923-07-31,0,0.0,1.0,0.0,1000000000000.0
D43.1923-08-31_C67.1923-08-31_0,D43.1923-08-31,C67.1923-08-31,0,0.0,1.0,0.0,1000000000000.0
D43.1923-09-30_C67.1923-09-30_0,D43.1923-09-30,C67.1923-09-30,0,0.0,1.0,0.0,1000000000000.0
INFLOW.1922-10-31_D43a.1922-10-31_0,INFLOW.1922-10-31,D43a.1922-10-31,0,0.0,1.0,9.0,9.0
INFLOW.1922-11-30_D43a.1922-11-30_0,INFLOW.1922-11-30,D43a.1922-11-30,0,0.0,1.0,15.0,15.0
INFLOW.1922-12-31_D43a.1922-12-31_0,INFLOW.1922-12-31,D43a.1922-12-31,0,0.0,1.0,47.0,47.0
INFLOW.1923-01-31_D43a.1923-01-31_0,INFLOW.1923-01-31,D43a.1923-01-31,0,0.0,1.0,27.0,27.0
INFLOW.1923-02-28_D43a.1923-02-28_0,INFLOW.1923-02-28,D43a.1923-02-28,0,0.0,1.0,17.0,17.0
INFLOW.1923-03-31_D43a.1923-03-31_0,INFLOW.1923-03-31,D43a.1923-03-31,0,0.0,1.0,17.0,17.0
INFLOW.1923-04-30_D43a.1923-04-30_0,INFLOW.1923-04-30,D43a.1923-04-30,0,0.0,1.0,33.0,33.0
INFLOW.1923-05-31_D43a.1923-05-31_0,INFLOW.1923-05-31,D43a.1923-05-31,0,0.0,1.0,19.0,19.0
INFLOW.1923-06-30_D43a.1923-06-30_0,INFLOW.1923-06-30,D43a.1923-06-30,0,0.0,1.0,13.0,13.0
INFLOW.1923-07-31_D43a.1923-07-31_0,INFLOW.1923-07-31,D43a.1923-07-31,0,0.0,1.0,8.0,8.0
INFLOW.1923-08-31_D43a.1923-08-31_0,INFLOW.1923-08-31,D43a.1923-08-31,0,0.0,1.0,6.0,6.0
INFLOW.1923-09-30_D43a.1923-09-30_0,INFLOW.1923-09-30,D43a.1923-09-30,0,0.0,1.0,7.0,7.0
D43a.1922-10-31_HSU202D43A.1922-10-31_0,D43a.1922-10-31,HSU202D43A.1922-10-31,0,0.0,1.0,0.0,1000000000000.0
D43a.1922-11-30_HSU202D43A.1922-11-30_0,D43a.1922-11-30,HSU202D43A.1922-11-30,0,0.0,1.0,0.0,1000000000000.0
D43a.1922-12-31_HSU202D43A.1922-12-31_0,D43a.1922-12-31,HSU202D43A.1922-12-31,0,0.0,1.0,0.0,1000000000000.0
D43a.1923-01-31_HSU202D43A.1923-01-31_0,D43a.1923-01-31,HSU202D43A.1923-01-31,0,0.0,1.0,0.0,1000000000000.0
D43a.1923-02-28_HSU202D43A.1923-02-28_0,D43a.1923-02-28,HSU202D43A.1923-02-28,0,0.0,1.0,0.0,1000000000000.0
D43a.1923-03-31_HSU202D43A.1923-03-31_0,D43a.1923-03-31,HSU202D43A.1923-03-31,0,0.0,1.0,0.0,1000000000000.0
D43a.1923-04-30_HSU202D43A.1923-04-30_0,D43a.1923-04-30,HSU202D43A.1923-04-30,0,0.0,1.0,0.0,1000000000000.0
D43a.1923-05-31_HSU202D43A.1923-05-31_0,D43a.1923-05-31,HSU202D43A.1923-05-31,0,0.0,1.0,0.0,1000000000000.0
D43a.1923-06-30_HSU202D43A.1923-06-30_0,D43a.1923-06-30,HSU202D43A.1923-06-30,0,0.0,1.0,0.0,1000000000000.0
D43a.1923-07-31_HSU202D43A.1923-07-31_0,D43a.1923-07-31,HSU202D43A.1923-07-31,0,0.0,1.0,0.0,1000000000000.0
D43a.1923-08-31_HSU202D43A.1923-08-31_0,D43a.1923-08-31,HSU202D43A.1923-08-31,0,0.0,1.0,0.0,1000000000000.0
D43a.1923-09-30_HSU202D43A.1923-09-30_0,D43a.1923-09-30,HSU202D43A.1923-09-30,0,0.0,1.0,0.0,1000000000000.0
D43a.1922-10-31_N203.1922-10-31_0,D43a.1922-10-31,N203.1922-10-31,0,0.0,1.0,0.0,1000000000000.0
D43a.1922-11-30_N203.1922-11-30_0,D43a.1922-11-30,N203.1922-11-30,0,0.0,1.0,0.0,1000000000000.0
D43a.1922-12-31_N203.1922-12-31_0,D43a.1922-12-31,N203.1922-12-31,0,0.0,1.0,0.0,1000000000000.0
D43a.1923-01-31_N203.1923-01-31_0,D43a.1923-01-31,N203.1923-01-31,0,0.0,1.0,0.0,1000000000000.0
D43a.1923-02-28_N203.1923-02-28_0,D43a.1923-02-28,N203.1923-02-28,0,0.0,1.0,0.0,1000000000000.0
D43a.1923-03-31_N203.1923-03-31_0,D43a.1923-03-31,N203.1923-03-31,0,0.0,1.0,0.0,1000000000000.0
D43a.1923-04-30_N203.1923-04-30_0,D43a.1923-04-30,N203.1923-04-30,0,0.0,1.0,0.0,1000000000000.0
D43a.1923-05-31_N203.1923-05-31_0,D43a.1923-05-31,N203.1923-05-31,0,0.0,1.0,0.0,1000000000000.0
D43a.1923-06-30_N203.1923-06-30_0,D43a.1923-06-30,N203.1923-06-30,0,0.0,1.0,0.0,1000000000000.0
D43a.1923-07-31_N203.1923-07-31_0,D43a.1923-07-31,N203.1923-07-31,0,0.0,1.0,0.0,1000000000000.0
D43a.1923-08-31_N203.1923-08-31_0,D43a.1923-08-31,N203.1923-08-31,0,0.0,1.0,0.0,1000000000000.0
D43a.1923-09-30_N203.1923-09-30_0,D43a.1923-09-30,N203.1923-09-30,0,0.0,1.0,0.0,1000000000000.0
D44.1922-10-31_D503.1922-10-31_0,D44.1922-10-31,D503.1922-10-31,0,0.0,1.0,0.0,1000000000000.0
D44.1922-11-30_D503.1922-11-30_0,D44.1922-11-30,D503.1922-11-30,0,0.0,1.0,0.0,1000000000000.0
D44.1922-12-31_D503.1922-12-31_0,D44.1922-12-31,D503.1922-12-31,0,0.0,1.0,0.0,1000000000000.0
D44.1923-01-31_D503.1923-01-31_0,D44.1923-01-31,D503.1923-01-31,0,0.0,1.0,0.0,1000000000000.0
D44.1923-02-28_D503.1923-02-28_0,D44.1923-02-28,D503.1923-02-28,0,0.0,1.0,0.0,1000000000000.0
D44.1923-03-31_D503.1923-03-31_0,D44.1923-03-31,D503.1923-03-31,0,0.0,1.0,0.0,1000000000000.0
D44.1923-04-30_D503.1923-04-30_0,D44.1923-04-30,D503.1923-04-30,0,0.0,1.0,0.0,1000000000000.0
D44.1923-05-31_D503.1923-05-31_0,D44.1923-05-31,D503.1923-05-31,0,0.0,1.0,0.0,1000000000000.0
D44.1923-06-30_D503.1923-06-30_0,D44.1923-06-30,D503.1923-06-30,0,0.0,1.0,0.0,1000000000000.0
D44.1923-07-31_D503.1923-07-31_0,D44.1923-07-31,D503.1923-07-31,0,0.0,1.0,0.0,1000000000000.0
D44.1923-08-31_D503.1923-08-31_0,D44.1923-08-31,D503.1923-08-31,0,0.0,1.0,0.0,1000000000000.0
D44.1923-09-30_D503.1923-09-30_0,D44.1923-09-30,D503.1923-09-30,0,0.0,1.0,0.0,1000000000000.0
D5.1922-10-31_D73.1922-10-31_0,D5.1922-10-31,D73.1922-10-31,0,-3.95352,1.0,276.693,420.962
D5.1922-10-31_D73.1922-10-31_1,D5.1922-10-31,D73.1922-10-31,1,-3.95352,1.0,0.0,210.481
D5.1922-10-31_D73.1922-10-31_2,D5.1922-10-31,D73.1922-10-31,2,-3.95352,1.0,0.0,210.481
D5.1922-10-31_D73.1922-10-31_3,D5.1922-10-31,D73.1922-10-31,3,-3.95352,1.0,0.0,210.481
D5.1922-10-31_D73.1922-10-31_4,D5.1922-10-31,D73.1922-10-31,4,0.0,1.0,0.0,1000000000000.0
D5.1922-11-30_D73.1922-11-30_0,D5.1922-11-30,D73.1922-11-30,0,-3.8785,1.0,267.767,420.962
D5.1922-11-30_D73.1922-11-30_1,D5.1922-11-30,D73.1922-11-30,1,-3.8785,1.0,0.0,210.481
D5.1922-11-30_D73.1922-11-30_2,D5.1922-11-30,D73.1922-11-30,2,-3.8785,1.0,0.0,210.481
D5.1922-11-30_D73.1922-11-30_3,D5.1922-11-30,D73.1922-11-30,3,-3.8785,1.0,0.0,210.481
D5.1922-11-30_D73.1922-11-30_4,D5.1922-11-30,D73.1922-11-30,4,0.0,1.0,0.0,1000000000000.0
D5.1922-12-31_D73.1922-12-31_0,D5.1922-12-31,D73.1922-12-31,0,-4.11709,1.0,276.693,420.962
