date,GW_01,GW_02,GW_03,GW_04,GW_05,GW_06,GW_07,GW_08,GW_09,GW_10,GW_11,GW_12,GW_13,GW_14,GW_15,GW_16,GW_17,GW_18,GW_19,GW_20,GW_21,GW_AV,GW_CH,GW_EW,GW_HF,GW_IM,GW_MJ,GW_MWD,GW_OW,GW_SBV,GW_SC,GW_SD,GW_VC
1922-08-31,30098.8602,143228.95956000005,112873.03568000002,91725.06333900386,85777.90866000003,128382.71386796882,36789.29224848485,175530.689334559,191376.77865,199220.05231017535,84900.19729231938,92640.7992790932,200669.56417698297,303932.46574957547,363943.9009156229,89196.89826,89920.40820565876,277872.78938386845,154866.54347541535,148626.90424,416670.2105443478,20087.043800000007,3521.4163000000003,7059.12284,250.0,959.677,2742.112,711.7549999999999,29944.300000000003,2574.4491231555053,645.6625744713258,7028.144461286215,269.337
1922-09-30,30047.890825,143249.91573000004,112945.30675000002,91803.19957900386,85787.56271000003,128430.19030796882,36782.47380848485,175524.12911351837,191372.6412388537,199276.43987017535,84881.80453231938,92599.6133901443,200780.60672841157,303984.9205709575,364068.56466562295,89200.2665,89889.11620565876,277996.5675638685,154889.01581541536,148688.098,416722.3038343478,20091.735880000007,3513.6486000000004,7090.448,250.0,960.135,2728.181,740.7489999999999,29933.680000000004,2575.207123155505,630.4315744713258,7023.417520519722,293.764
1922-10-31,30002.593275,143242.18056000004,112993.04661000002,91844.74151900386,85832.78893000002,128461.10982796882,36777.91350848485,175535.51442351838,191378.0914388537,199322.66963017537,84885.76761399239,92616.65524995144,200880.14170756264,304014.4128735537,364159.5626756229,89199.27735005498,89891.05400565876,278069.8798438685,154908.40486541536,148732.6018,416764.90149434784,20094.84208000001,3502.5091,7116.34856,250.0,960.4919999999998,2722.501,753.5649999999999,29936.650000000005,2576.849673448004,616.0485744713258,7046.057720519721,318.05850000000004
1922-11-30,29957.720025,143257.96055000005,113057.10632000002,91890.95382900386,85869.35677000003,128496.5749479688,36793.18711848485,175601.01588351838,191392.71522885372,199353.95647017536,84904.42785520911,92647.01221271904,200998.13660756263,304046.5331232773,364253.2044156229,89223.64821005498,89903.56870565876,278130.15806386847,154920.94290541537,148773.06896,416804.6401543478,20096.61944000001,3497.1814000000004,7130.57092,250.0,966.519,2720.099,730.688,29941.550000000007,2591.667673448004,617.6805744713257,7060.956520519721,329.82800000000003
1922-12-31,29936.278475,143388.99979000006,113175.04637000004,92063.05227900388,85993.92259000003,128630.3591879688,36887.48040848485,175804.9866535184,191450.84230885372,199415.15551017536,84976.61953825093,92713.65587611344,201174.94870756264,304093.0576544915,364379.4315556229,89253.14021005497,89926.83730565876,278207.83284386847,154938.03069541536,148815.66696,416844.3696543478,20097.99544000001,3487.6689000000006,7143.2516000000005,250.0,974.192,2718.934,697.837,29946.610000000008,2604.386673448004,630.5245744713258,7073.066520519721,338.307
1923-01-31,29891.479325,143442.05844000005,113248.74481000002,92070.97295900386,86084.41633000004,128699.9822279688,36935.12926848485,175933.5954835184,191448.41598885373,199460.44703017536,85056.65800152089,92787.88732933428,201318.63822756265,304135.2633456366,364503.7857956229,89275.86707005497,89944.64540565875,278286.60340386844,154952.16483541537,148857.67576,416875.8372243478,20100.50352000001,3479.8494000000005,7154.259400000001,250.0,975.5689999999998,2725.312,666.597,29951.640000000007,2615.495673448004,644.2465744713257,7084.874520519721,342.812
1923-02-28,29855.936325,143465.04246000006,113283.36555000002,91954.83011900386,86121.28744000003,128728.7180679688,36918.60907848485,175976.7823035184,191426.23505885372,199523.04831017536,85108.68194935359,92841.36649845674,201439.66968756265,304174.46947677183,364623.4448056229,89290.70403005497,89956.31520565876,278355.96936386847,154961.63249541537,148904.83684,416908.6234443478,20105.490800000007,3481.7009000000007,7160.536720000001,250.0,976.0509999999998,2746.6125,640.26,29957.040000000008,2626.848673448004,655.0,7089.641320519721,339.616
1923-03-31,29820.057675,143481.78467000005,113319.78644,91916.24190900386,86179.53624000003,128753.2536279688,36924.04418848485,176006.0330135184,191377.4519188537,199549.13728282464,85143.42247999998,92857.04721300834,201533.0747184118,304213.8097635636,364608.1750356229,89304.65969005498,89967.13760565876,278338.40389333817,154977.17334541536,148954.42588,416949.1994743478,20112.918200000007,3476.2946000000006,7168.060800000001,250.0,976.3239999999998,2767.1874999999995,614.301,29963.910000000007,2638.945673448004,655.0,7096.648320519721,334.4885
1923-04-30,29794.350625,143548.46281000006,113397.26872,91950.04008981666,86254.60728000003,128843.09644215462,36997.24559848485,176109.21871830532,191429.28284885373,199622.01919679888,85149.38095999998,92844.83967245831,201705.58777787237,304251.1313595162,364763.74462928914,89330.69605005498,89931.43150565877,278292.9155333381,154990.36674541535,148998.38324,416989.31780434784,20117.25584000001,3474.5715000000005,7176.863520000001,250.0,980.472,2790.1069999999995,612.3290000000001,29962.830000000005,2632.885673448004,655.0,7105.714120519721,320.1455
1923-05-31,29776.417625,143558.39222000007,113467.24585,91900.32440981666,86353.12911000002,128858.81315392283,37050.64047848485,176127.69706707637,191434.93599885373,199532.4717553828,85132.35379999998,92815.65374245832,201776.46697787236,304293.44563370175,364962.9434884855,89328.97043005498,89861.10890565877,278192.58723333816,155005.23179541534,149045.29972,417000.9162216601,20124.25404000001,3468.3968000000004,7150.425947233507,250.0,983.529,2802.409,620.7550000000001,29956.120000000006,2630.5876734480044,655.0,7119.628720519721,310.111
1923-06-30,29744.349525,143513.73270000008,113543.23866,91877.71413981666,86407.02817565046,128859.89627232285,37060.007137272725,176088.27712715566,191438.07225885373,199419.0512753828,85083.97527999998,92758.72712245832,201825.75817787237,304326.9366179762,364861.2036784855,89319.49819005498,89809.41740565877,278111.3285333381,154965.71484541535,149073.51810733223,417008.5949891305,20102.13028000001,3468.6929000000005,7110.001387233507,250.0,984.059,2786.066,645.2690000000001,29945.240000000005,2634.626673448005,655.0,7114.8496492100485,297.738
